ID	PRIMER	ERROR
ERR346600.6742	VH-FW16	0.6818181818181819
ERR346600.6731	VH-FW9	0.7
ERR346600.6735	VH-FW16	0.6363636363636364
ERR346600.6739	VH-FW16	0.6363636363636364
ERR346600.6740	VH-FW9	0.65
ERR346600.6744	VH-FW16	0.6363636363636364
ERR346600.6751	VH-FW16	0.6363636363636364
ERR346600.6746	VH-FW9	0.7
ERR346600.6745	VH-FW9	0.7
ERR346600.6750	VH-FW16	0.6363636363636364
ERR346600.6738	VH-FW17	0.6
ERR346600.6755	VH-FW16	0.6363636363636364
ERR346600.6748	VH-FW16	0.6363636363636364
ERR346600.6749	VH-FW16	0.5909090909090908
ERR346600.6747	VH-FW17	0.65
ERR346600.6758	VH-FW16	0.6363636363636364
ERR346600.6753	VH-FW9	0.65
ERR346600.6754	VH-FW16	0.6363636363636364
ERR346600.6766	VH-FW9	0.7
ERR346600.6752	VH-FW17	0.65
ERR346600.6757	VH-FW16	0.6363636363636364
ERR346600.6756	VH-FW9	0.7
ERR346600.6760	VH-FW9	0.7
ERR346600.6764	VH-FW16	0.5909090909090908
ERR346600.6767	VH-FW16	0.6818181818181819
ERR346600.6763	VH-FW9	0.65
ERR346600.6771	VH-FW17	0.55
ERR346600.6759	VH-FW16	0.6818181818181819
ERR346600.6769	VH-FW17	0.65
ERR346600.6772	VH-FW17	0.6
ERR346600.6778	VH-FW9	0.65
ERR346600.6761	VH-FW16	0.6363636363636364
ERR346600.6773	VH-FW16	0.6818181818181819
ERR346600.6774	VH-FW9	0.7
ERR346600.6777	VH-FW16	0.6363636363636364
ERR346600.6768	VH-FW16	0.6818181818181819
ERR346600.6765	VH-FW16	0.6818181818181819
ERR346600.6776	VH-FW16	0.6363636363636364
ERR346600.6783	VH-FW17	0.6
ERR346600.6770	VH-FW16	0.6363636363636364
ERR346600.6786	VH-FW16	0.6363636363636364
ERR346600.6780	VH-FW16	0.6818181818181819
ERR346600.6781	VH-FW16	0.6363636363636364
ERR346600.6784	VH-FW16	0.6363636363636364
ERR346600.6779	VH-FW9	0.7
ERR346600.6790	VH-FW16	0.6363636363636364
ERR346600.6793	VH-FW9	0.65
ERR346600.6785	VH-FW16	0.6363636363636364
ERR346600.6796	VH-FW16	0.5909090909090908
ERR346600.6799	VH-FW9	0.7
ERR346600.6791	VH-FW16	0.6363636363636364
ERR346600.6787	VH-FW16	0.6363636363636364
ERR346600.6794	VH-FW9	0.65
ERR346600.6789	VH-FW9	0.65
ERR346600.6798	VH-FW17	0.65
ERR346600.6788	VH-FW16	0.6818181818181819
ERR346600.6802	VH-FW9	0.7
ERR346600.6803	VH-FW16	0.6818181818181819
ERR346600.6797	VH-FW9	0.65
ERR346600.6795	VH-FW16	0.6363636363636364
ERR346600.6801	VH-FW16	0.6363636363636364
ERR346600.6804	VH-FW16	0.6818181818181819
ERR346600.6812	VH-FW17	0.65
ERR346600.6808	VH-FW17	0.6
ERR346600.6792	VH-FW9	0.7
ERR346600.6818	VH-FW9	0.7
ERR346600.6810	VH-FW17	0.65
ERR346600.6814	VH-FW16	0.6818181818181819
ERR346600.6816	VH-FW17	0.6
ERR346600.6815	VH-FW1	0.5
ERR346600.6809	VH-FW16	0.5909090909090908
ERR346600.6806	VH-FW16	0.6818181818181819
ERR346600.6822	VH-FW16	0.6363636363636364
ERR346600.6820	VH-FW9	0.7
ERR346600.6805	VH-FW17	0.65
ERR346600.6800	VH-FW13	0.5
ERR346600.6823	VH-FW16	0.6363636363636364
ERR346600.6817	VH-FW9	0.65
ERR346600.6811	VH-FW9	0.65
ERR346600.6824	VH-FW9	0.7
ERR346600.6813	VH-FW16	0.5909090909090908
ERR346600.6825	VH-FW16	0.6363636363636364
ERR346600.6828	VH-FW9	0.65
ERR346600.6837	VH-FW9	0.65
ERR346600.6833	VH-FW9	0.65
ERR346600.6834	VH-FW16	0.5909090909090908
ERR346600.6831	VH-FW9	0.7
ERR346600.6827	VH-FW16	0.6818181818181819
ERR346600.6821	VH-FW9	0.65
ERR346600.6830	VH-FW16	0.5909090909090908
ERR346600.6829	VH-FW16	0.6363636363636364
ERR346600.6839	VH-FW16	0.6818181818181819
ERR346600.6844	VH-FW17	0.6
ERR346600.6835	VH-FW16	0.6818181818181819
ERR346600.6838	VH-FW16	0.6363636363636364
ERR346600.6826	VH-FW16	0.5909090909090908
ERR346600.6819	VH-FW9	0.7
ERR346600.6832	VH-FW16	0.6818181818181819
ERR346600.6846	VH-FW16	0.6363636363636364
ERR346600.6845	VH-FW16	0.6363636363636364
ERR346600.6855	VH-FW16	0.5909090909090908
ERR346600.6856	VH-FW16	0.6818181818181819
ERR346600.6836	VH-FW16	0.6363636363636364
ERR346600.6849	VH-FW16	0.6818181818181819
ERR346600.6841	VH-FW17	0.6
ERR346600.6852	VH-FW17	0.6
ERR346600.6847	VH-FW17	0.65
ERR346600.6848	VH-FW16	0.6363636363636364
ERR346600.6843	VH-FW9	0.7
ERR346600.6862	VH-FW16	0.5909090909090908
ERR346600.6850	VH-FW16	0.6363636363636364
ERR346600.6860	VH-FW16	0.6818181818181819
ERR346600.6853	VH-FW16	0.5909090909090908
ERR346600.6867	VH-FW9	0.65
ERR346600.6857	VH-FW9	0.7
ERR346600.6861	VH-FW16	0.6818181818181819
ERR346600.6842	VH-FW9	0.65
ERR346600.6871	VH-FW9	0.7
ERR346600.6863	VH-FW16	0.6818181818181819
ERR346600.6865	VH-FW9	0.7
ERR346600.6866	VH-FW16	0.6363636363636364
ERR346600.6858	VH-FW17	0.6
ERR346600.6859	VH-FW9	0.65
ERR346600.6878	VH-FW16	0.6818181818181819
ERR346600.6872	VH-FW16	0.5909090909090908
ERR346600.6883	VH-FW16	0.6818181818181819
ERR346600.6851	VH-FW16	0.5909090909090908
ERR346600.6869	VH-FW16	0.5909090909090908
ERR346600.6868	VH-FW9	0.7
ERR346600.6877	VH-FW9	0.65
ERR346600.6870	VH-FW16	0.6363636363636364
ERR346600.6885	VH-FW16	0.6363636363636364
ERR346600.6874	VH-FW9	0.7
ERR346600.6886	VH-FW16	0.6363636363636364
ERR346600.6892	VH-FW17	0.65
ERR346600.6864	VH-FW16	0.6363636363636364
ERR346600.6882	VH-FW13	0.5
ERR346600.6891	VH-FW16	0.6363636363636364
ERR346600.6875	VH-FW16	0.6818181818181819
ERR346600.6873	VH-FW13	0.55
ERR346600.6884	VH-FW17	0.6
ERR346600.6889	VH-FW16	0.5909090909090908
ERR346600.6890	VH-FW9	0.65
ERR346600.6881	VH-FW17	0.65
ERR346600.6894	VH-FW16	0.6363636363636364
ERR346600.6897	VH-FW17	0.65
ERR346600.6887	VH-FW16	0.6818181818181819
ERR346600.6895	VH-FW16	0.6363636363636364
ERR346600.6896	VH-FW16	0.5909090909090908
ERR346600.6880	VH-FW9	0.65
ERR346600.6901	VH-FW9	0.65
ERR346600.6900	VH-FW16	0.6363636363636364
ERR346600.6906	VH-FW9	0.7
ERR346600.6898	VH-FW16	0.6363636363636364
ERR346600.6902	VH-FW9	0.7
ERR346600.6905	VH-FW9	0.7
ERR346600.6904	VH-FW16	0.6818181818181819
ERR346600.6909	VH-FW9	0.7
ERR346600.6888	VH-FW9	0.65
ERR346600.6899	VH-FW9	0.65
ERR346600.6893	VH-FW16	0.6363636363636364
ERR346600.6912	VH-FW9	0.65
ERR346600.6907	VH-FW9	0.7
ERR346600.6903	VH-FW9	0.7
ERR346600.6916	VH-FW9	0.7
ERR346600.6911	VH-FW9	0.7
ERR346600.6910	VH-FW9	0.7
ERR346600.6913	VH-FW16	0.6363636363636364
ERR346600.6920	VH-FW9	0.7
ERR346600.6914	VH-FW17	0.6
ERR346600.6915	VH-FW16	0.6363636363636364
ERR346600.6924	VH-FW9	0.7
ERR346600.6917	VH-FW16	0.5909090909090908
ERR346600.6928	VH-FW9	0.7
ERR346600.6919	VH-FW16	0.6363636363636364
ERR346600.6923	VH-FW9	0.7
ERR346600.6922	VH-FW9	0.7
ERR346600.6934	VH-FW9	0.65
ERR346600.6908	VH-FW9	0.65
ERR346600.6940	VH-FW16	0.5909090909090908
ERR346600.6927	VH-FW17	0.6
ERR346600.6930	VH-FW16	0.6363636363636364
ERR346600.6926	VH-FW16	0.6818181818181819
ERR346600.6925	VH-FW16	0.6818181818181819
ERR346600.6921	VH-FW16	0.6363636363636364
ERR346600.6918	VH-FW9	0.7
ERR346600.6933	VH-FW16	0.6363636363636364
ERR346600.6932	VH-FW9	0.65
ERR346600.6931	VH-FW16	0.6818181818181819
ERR346600.6929	VH-FW16	0.6818181818181819
ERR346600.6941	VH-FW16	0.6363636363636364
ERR346600.6935	VH-FW16	0.6363636363636364
ERR346600.6936	VH-FW9	0.7
ERR346600.6944	VH-FW17	0.6
ERR346600.6953	VH-FW16	0.6818181818181819
ERR346600.6950	VH-FW9	0.7
ERR346600.6943	VH-FW9	0.65
ERR346600.6937	VH-FW17	0.6
ERR346600.6945	VH-FW9	0.65
ERR346600.6958	VH-FW17	0.6
ERR346600.6946	VH-FW16	0.6363636363636364
ERR346600.6954	VH-FW17	0.65
ERR346600.6951	VH-FW16	0.6818181818181819
ERR346600.6952	VH-FW9	0.7
ERR346600.6948	VH-FW16	0.6363636363636364
ERR346600.6942	VH-FW16	0.6363636363636364
ERR346600.6959	VH-FW17	0.65
ERR346600.6947	VH-FW17	0.6
ERR346600.6956	VH-FW17	0.65
ERR346600.6938	VH-FW16	0.6818181818181819
ERR346600.6964	VH-FW17	0.65
ERR346600.6949	VH-FW16	0.6363636363636364
ERR346600.6960	VH-FW16	0.6363636363636364
ERR346600.6961	VH-FW9	0.7
ERR346600.6955	VH-FW16	0.5909090909090908
ERR346600.6963	VH-FW16	0.6818181818181819
ERR346600.6962	VH-FW13	0.5
ERR346600.6967	VH-FW9	0.65
ERR346600.6974	VH-FW9	0.65
ERR346600.6970	VH-FW16	0.6818181818181819
ERR346600.6968	VH-FW16	0.6818181818181819
ERR346600.6980	VH-FW16	0.6818181818181819
ERR346600.6985	VH-FW16	0.6818181818181819
ERR346600.6976	VH-FW16	0.5909090909090908
ERR346600.6975	VH-FW9	0.7
ERR346600.6957	VH-FW17	0.6
ERR346600.6978	VH-FW16	0.6818181818181819
ERR346600.6988	VH-FW17	0.6
ERR346600.6971	VH-FW16	0.6818181818181819
ERR346600.6982	VH-FW17	0.6
ERR346600.6979	VH-FW16	0.6818181818181819
ERR346600.6966	VH-FW9	0.7
ERR346600.6969	VH-FW17	0.6
ERR346600.6983	VH-FW16	0.6818181818181819
ERR346600.6977	VH-FW17	0.65
ERR346600.6984	VH-FW16	0.6363636363636364
ERR346600.6986	VH-FW16	0.6818181818181819
ERR346600.6981	VH-FW17	0.6
ERR346600.6972	VH-FW16	0.6363636363636364
ERR346600.6989	VH-FW16	0.6363636363636364
ERR346600.6987	VH-FW9	0.7
ERR346600.6990	VH-FW16	0.6363636363636364
ERR346600.6999	VH-FW16	0.6363636363636364
ERR346600.7003	VH-FW16	0.6363636363636364
ERR346600.6992	VH-FW16	0.6363636363636364
ERR346600.7005	VH-FW16	0.6818181818181819
ERR346600.6991	VH-FW16	0.5909090909090908
ERR346600.6995	VH-FW16	0.6363636363636364
ERR346600.7000	VH-FW9	0.7
ERR346600.6993	VH-FW17	0.6
ERR346600.6996	VH-FW9	0.7
ERR346600.7001	VH-FW9	0.65
ERR346600.7007	VH-FW16	0.5909090909090908
ERR346600.6994	VH-FW9	0.7
ERR346600.7019	VH-FW9	0.7
ERR346600.7009	VH-FW16	0.5909090909090908
ERR346600.7014	VH-FW16	0.6363636363636364
ERR346600.6997	VH-FW17	0.65
ERR346600.7012	VH-FW17	0.65
ERR346600.7018	VH-FW16	0.5909090909090908
ERR346600.7011	VH-FW16	0.6363636363636364
ERR346600.7006	VH-FW17	0.65
ERR346600.7022	VH-FW16	0.6818181818181819
ERR346600.7016	VH-FW17	0.65
ERR346600.7010	VH-FW16	0.6818181818181819
ERR346600.7026	VH-FW16	0.6363636363636364
ERR346600.7008	VH-FW9	0.7
ERR346600.7025	VH-FW17	0.65
ERR346600.7029	VH-FW9	0.65
ERR346600.7020	VH-FW16	0.6363636363636364
ERR346600.7036	VH-FW16	0.6818181818181819
ERR346600.7015	VH-FW16	0.6818181818181819
ERR346600.7027	VH-FW16	0.5909090909090908
ERR346600.7017	VH-FW16	0.6363636363636364
ERR346600.7030	VH-FW16	0.6818181818181819
ERR346600.7028	VH-FW9	0.7
ERR346600.7037	VH-FW9	0.7
ERR346600.7032	VH-FW2	0.6
ERR346600.7023	VH-FW9	0.65
ERR346600.7034	VH-FW9	0.65
ERR346600.7033	VH-FW17	0.6
ERR346600.7041	VH-FW16	0.6363636363636364
ERR346600.7040	VH-FW16	0.6363636363636364
ERR346600.7046	VH-FW16	0.6363636363636364
ERR346600.7013	VH-FW16	0.5909090909090908
ERR346600.7021	VH-FW9	0.7
ERR346600.7044	VH-FW9	0.65
ERR346600.7039	VH-FW16	0.5909090909090908
ERR346600.7043	VH-FW9	0.65
ERR346600.7050	VH-FW16	0.6363636363636364
ERR346600.7048	VH-FW17	0.65
ERR346600.7051	VH-FW17	0.6
ERR346600.7045	VH-FW17	0.65
ERR346600.7054	VH-FW17	0.6
ERR346600.7047	VH-FW9	0.7
ERR346600.7049	VH-FW16	0.6818181818181819
ERR346600.7055	VH-FW16	0.6363636363636364
ERR346600.7062	VH-FW16	0.6363636363636364
ERR346600.7056	VH-FW16	0.6363636363636364
ERR346600.7060	VH-FW9	0.7
ERR346600.7059	VH-FW17	0.65
ERR346600.7061	VH-FW9	0.65
ERR346600.7058	VH-FW16	0.6363636363636364
ERR346600.7064	VH-FW16	0.6818181818181819
ERR346600.7052	VH-FW16	0.6363636363636364
ERR346600.7053	VH-FW16	0.6363636363636364
ERR346600.7070	VH-FW9	0.65
ERR346600.7057	VH-FW17	0.55
ERR346600.7066	VH-FW17	0.6
ERR346600.7063	VH-FW16	0.6363636363636364
ERR346600.7065	VH-FW16	0.6818181818181819
ERR346600.7067	VH-FW16	0.6363636363636364
ERR346600.7068	VH-FW16	0.5909090909090908
ERR346600.7075	VH-FW9	0.65
ERR346600.7072	VH-FW16	0.5909090909090908
ERR346600.7073	VH-FW17	0.6
ERR346600.7074	VH-FW17	0.6
ERR346600.7076	VH-FW16	0.6818181818181819
ERR346600.7083	VH-FW16	0.6818181818181819
ERR346600.7069	VH-FW9	0.65
ERR346600.7080	VH-FW17	0.6
ERR346600.7071	VH-FW9	0.7
ERR346600.7087	VH-FW16	0.6363636363636364
ERR346600.7082	VH-FW9	0.7
ERR346600.7079	VH-FW17	0.6
ERR346600.7084	VH-FW16	0.6363636363636364
ERR346600.7077	VH-FW16	0.6363636363636364
ERR346600.7094	VH-FW16	0.6363636363636364
ERR346600.7088	VH-FW17	0.6
ERR346600.7092	VH-FW9	0.7
ERR346600.7085	VH-FW17	0.65
ERR346600.7090	VH-FW16	0.6818181818181819
ERR346600.7078	VH-FW16	0.6818181818181819
ERR346600.7089	VH-FW16	0.5909090909090908
ERR346600.7099	VH-FW9	0.7
ERR346600.7097	VH-FW16	0.6818181818181819
ERR346600.7086	VH-FW16	0.6363636363636364
ERR346600.7091	VH-FW1	0.55
ERR346600.7093	VH-FW16	0.6818181818181819
ERR346600.7096	VH-FW16	0.5909090909090908
ERR346600.7101	VH-FW17	0.65
ERR346600.7098	VH-FW9	0.7
ERR346600.7109	VH-FW17	0.65
ERR346600.7113	VH-FW16	0.6818181818181819
ERR346600.7102	VH-FW9	0.65
ERR346600.7103	VH-FW16	0.6818181818181819
ERR346600.7095	VH-FW17	0.6
ERR346600.7110	VH-FW16	0.6363636363636364
ERR346600.7105	VH-FW17	0.6
ERR346600.7107	VH-FW16	0.6363636363636364
ERR346600.7108	VH-FW16	0.6818181818181819
ERR346600.7112	VH-FW17	0.6
ERR346600.7117	VH-FW16	0.5909090909090908
ERR346600.7114	VH-FW16	0.6363636363636364
ERR346600.7118	VH-FW16	0.5909090909090908
ERR346600.7104	VH-FW16	0.6818181818181819
ERR346600.7106	VH-FW16	0.6363636363636364
ERR346600.7116	VH-FW17	0.65
ERR346600.7120	VH-FW9	0.65
ERR346600.7115	VH-FW9	0.65
ERR346600.7119	VH-FW16	0.6363636363636364
ERR346600.7111	VH-FW16	0.6363636363636364
ERR346600.7122	VH-FW16	0.5909090909090908
ERR346600.7130	VH-FW17	0.65
ERR346600.7127	VH-FW16	0.6363636363636364
ERR346600.7121	VH-FW16	0.6363636363636364
ERR346600.7125	VH-FW9	0.65
ERR346600.7124	VH-FW16	0.6363636363636364
ERR346600.7131	VH-FW9	0.65
ERR346600.7128	VH-FW16	0.5909090909090908
ERR346600.7132	VH-FW9	0.65
ERR346600.7123	VH-FW17	0.6
ERR346600.7134	VH-FW17	0.65
ERR346600.7140	VH-FW17	0.6
ERR346600.7136	VH-FW16	0.6818181818181819
ERR346600.7126	VH-FW17	0.6
ERR346600.7139	VH-FW16	0.6363636363636364
ERR346600.7141	VH-FW9	0.7
ERR346600.7135	VH-FW17	0.6
ERR346600.7133	VH-FW16	0.6363636363636364
ERR346600.7147	VH-FW9	0.65
ERR346600.7143	VH-FW16	0.5909090909090908
ERR346600.7151	VH-FW16	0.6363636363636364
ERR346600.7129	VH-FW9	0.7
ERR346600.7138	VH-FW9	0.65
ERR346600.7148	VH-FW16	0.6363636363636364
ERR346600.7150	VH-FW9	0.65
ERR346600.7146	VH-FW17	0.6
ERR346600.7157	VH-FW16	0.6818181818181819
ERR346600.7144	VH-FW16	0.6363636363636364
ERR346600.7154	VH-FW16	0.6363636363636364
ERR346600.7152	VH-FW16	0.6363636363636364
ERR346600.7142	VH-FW16	0.6363636363636364
ERR346600.7155	VH-FW16	0.6818181818181819
ERR346600.7145	VH-FW16	0.6818181818181819
ERR346600.7153	VH-FW9	0.7
ERR346600.7163	VH-FW9	0.65
ERR346600.7167	VH-FW9	0.7
ERR346600.7164	VH-FW16	0.6363636363636364
ERR346600.7162	VH-FW17	0.6
ERR346600.7158	VH-FW16	0.6818181818181819
ERR346600.7149	VH-FW9	0.55
ERR346600.7156	VH-FW9	0.65
ERR346600.7172	VH-FW16	0.6363636363636364
ERR346600.7174	VH-FW16	0.5909090909090908
ERR346600.7169	VH-FW16	0.6363636363636364
ERR346600.7168	VH-FW16	0.6818181818181819
ERR346600.7173	VH-FW16	0.6818181818181819
ERR346600.7165	VH-FW16	0.6818181818181819
ERR346600.7159	VH-FW16	0.5909090909090908
ERR346600.7175	VH-FW9	0.7
ERR346600.7181	VH-FW16	0.5909090909090908
ERR346600.7166	VH-FW16	0.6818181818181819
ERR346600.7179	VH-FW9	0.7
ERR346600.7171	VH-FW16	0.6363636363636364
ERR346600.7177	VH-FW16	0.6363636363636364
ERR346600.7184	VH-FW17	0.6
ERR346600.7176	VH-FW9	0.65
ERR346600.7180	VH-FW9	0.65
ERR346600.7178	VH-FW9	0.7
ERR346600.7187	VH-FW16	0.6818181818181819
ERR346600.7190	VH-FW16	0.6363636363636364
ERR346600.7170	VH-FW15	0.5
ERR346600.7198	VH-FW9	0.65
ERR346600.7192	VH-FW17	0.6
ERR346600.7185	VH-FW9	0.65
ERR346600.7193	VH-FW16	0.6363636363636364
ERR346600.7186	VH-FW17	0.65
ERR346600.7196	VH-FW16	0.6363636363636364
ERR346600.7191	VH-FW16	0.5909090909090908
ERR346600.7182	VH-FW17	0.6
ERR346600.7200	VH-FW16	0.6818181818181819
ERR346600.7199	VH-FW9	0.7
ERR346600.7195	VH-FW16	0.6818181818181819
ERR346600.7189	VH-FW19	0.6
ERR346600.7201	VH-FW16	0.6818181818181819
ERR346600.7209	VH-FW16	0.6363636363636364
ERR346600.7208	VH-FW16	0.6363636363636364
ERR346600.7210	VH-FW16	0.6818181818181819
ERR346600.7202	VH-FW9	0.7
ERR346600.7211	VH-FW16	0.6363636363636364
ERR346600.7194	VH-FW9	0.65
ERR346600.7205	VH-FW17	0.65
ERR346600.7214	VH-FW17	0.6
ERR346600.7197	VH-FW9	0.65
ERR346600.7216	VH-FW9	0.65
ERR346600.7206	VH-FW9	0.65
ERR346600.7213	VH-FW16	0.6363636363636364
ERR346600.7203	VH-FW9	0.65
ERR346600.7225	VH-FW17	0.6
ERR346600.7212	VH-FW9	0.65
ERR346600.7223	VH-FW17	0.6
ERR346600.7219	VH-FW9	0.65
ERR346600.7228	VH-FW16	0.6363636363636364
ERR346600.7234	VH-FW9	0.65
ERR346600.7224	VH-FW9	0.7
ERR346600.7227	VH-FW17	0.65
ERR346600.7237	VH-FW9	0.65
ERR346600.7220	VH-FW9	0.7
ERR346600.7204	VH-FW16	0.6818181818181819
ERR346600.7229	VH-FW16	0.5909090909090908
ERR346600.7238	VH-FW17	0.6
ERR346600.7221	VH-FW16	0.6363636363636364
ERR346600.7222	VH-FW16	0.6818181818181819
ERR346600.7243	VH-FW19	0.6
ERR346600.7231	VH-FW16	0.5909090909090908
ERR346600.7218	VH-FW16	0.6363636363636364
ERR346600.7230	VH-FW17	0.6
ERR346600.7244	VH-FW9	0.7
ERR346600.7241	VH-FW16	0.6363636363636364
ERR346600.7235	VH-FW16	0.6363636363636364
ERR346600.7242	VH-FW16	0.6818181818181819
ERR346600.7247	VH-FW16	0.6818181818181819
ERR346600.7236	VH-FW16	0.5909090909090908
ERR346600.7226	VH-FW9	0.65
ERR346600.7239	VH-FW17	0.6
ERR346600.7246	VH-FW9	0.7
ERR346600.7232	VH-FW16	0.5909090909090908
ERR346600.7256	VH-FW16	0.6363636363636364
ERR346600.7249	VH-FW16	0.6363636363636364
ERR346600.7260	VH-FW17	0.6
ERR346600.7253	VH-FW15	0.55
ERR346600.7245	VH-FW16	0.6363636363636364
ERR346600.7262	VH-FW16	0.6363636363636364
ERR346600.7261	VH-FW13	0.55
ERR346600.7251	VH-FW9	0.65
ERR346600.7258	VH-FW17	0.6
ERR346600.7255	VH-FW9	0.65
ERR346600.7252	VH-FW16	0.5454545454545454
ERR346600.7250	VH-FW16	0.6363636363636364
ERR346600.7257	VH-FW16	0.6363636363636364
ERR346600.7254	VH-FW16	0.6818181818181819
ERR346600.7263	VH-FW16	0.6818181818181819
ERR346600.7267	VH-FW16	0.6363636363636364
ERR346600.7264	VH-FW16	0.5909090909090908
ERR346600.7266	VH-FW16	0.6363636363636364
ERR346600.7268	VH-FW16	0.6363636363636364
ERR346600.7270	VH-FW16	0.6818181818181819
ERR346600.7259	VH-FW16	0.5909090909090908
ERR346600.7269	VH-FW9	0.65
ERR346600.7273	VH-FW9	0.7
ERR346600.7248	VH-FW16	0.6363636363636364
ERR346600.7277	VH-FW16	0.6818181818181819
ERR346600.7289	VH-FW9	0.7
ERR346600.7281	VH-FW16	0.6363636363636364
ERR346600.7275	VH-FW9	0.65
ERR346600.7271	VH-FW16	0.5909090909090908
ERR346600.7294	VH-FW17	0.65
ERR346600.7283	VH-FW16	0.6363636363636364
ERR346600.7285	VH-FW19	0.6
ERR346600.7279	VH-FW9	0.7
ERR346600.7272	VH-FW9	0.7
ERR346600.7284	VH-FW16	0.5909090909090908
ERR346600.7290	VH-FW9	0.7
ERR346600.7282	VH-FW16	0.6818181818181819
ERR346600.7303	VH-FW17	0.6
ERR346600.7293	VH-FW17	0.65
ERR346600.7298	VH-FW9	0.7
ERR346600.7286	VH-FW16	0.6363636363636364
ERR346600.7287	VH-FW16	0.5909090909090908
ERR346600.7297	VH-FW9	0.7
ERR346600.7299	VH-FW16	0.6818181818181819
ERR346600.7288	VH-FW16	0.6363636363636364
ERR346600.7276	VH-FW17	0.6
ERR346600.7306	VH-FW17	0.65
ERR346600.7280	VH-FW16	0.6363636363636364
ERR346600.7307	VH-FW16	0.6363636363636364
ERR346600.7295	VH-FW16	0.6363636363636364
ERR346600.7302	VH-FW17	0.65
ERR346600.7296	VH-FW16	0.6818181818181819
ERR346600.7304	VH-FW16	0.6818181818181819
ERR346600.7292	VH-FW16	0.6818181818181819
ERR346600.7311	VH-FW16	0.6363636363636364
ERR346600.7309	VH-FW16	0.5909090909090908
ERR346600.7318	VH-FW16	0.6818181818181819
ERR346600.7310	VH-FW9	0.65
ERR346600.7300	VH-FW16	0.6818181818181819
ERR346600.7315	VH-FW16	0.6363636363636364
ERR346600.7301	VH-FW16	0.6818181818181819
ERR346600.7316	VH-FW16	0.5909090909090908
ERR346600.7308	VH-FW9	0.7
ERR346600.7320	VH-FW16	0.6818181818181819
ERR346600.7313	VH-FW9	0.65
ERR346600.7340	VH-FW16	0.6363636363636364
ERR346600.7319	VH-FW9	0.65
ERR346600.7312	VH-FW16	0.6818181818181819
ERR346600.7305	VH-FW17	0.6
ERR346600.7326	VH-FW16	0.6363636363636364
ERR346600.7330	VH-FW16	0.5909090909090908
ERR346600.7324	VH-FW9	0.7
ERR346600.7317	VH-FW16	0.5909090909090908
ERR346600.7329	VH-FW16	0.6363636363636364
ERR346600.7336	VH-FW16	0.5909090909090908
ERR346600.7335	VH-FW16	0.5909090909090908
ERR346600.7337	VH-FW17	0.6
ERR346600.7328	VH-FW16	0.6363636363636364
ERR346600.7333	VH-FW15	0.44999999999999996
ERR346600.7322	VH-FW9	0.65
ERR346600.7331	VH-FW16	0.6363636363636364
ERR346600.7339	VH-FW9	0.65
ERR346600.7343	VH-FW9	0.65
ERR346600.7332	VH-FW9	0.65
ERR346600.7314	VH-FW16	0.6818181818181819
ERR346600.7346	VH-FW16	0.6363636363636364
ERR346600.7344	VH-FW17	0.65
ERR346600.7350	VH-FW16	0.6818181818181819
ERR346600.7341	VH-FW9	0.65
ERR346600.7334	VH-FW9	0.65
ERR346600.7351	VH-FW16	0.5909090909090908
ERR346600.7338	VH-FW9	0.7
ERR346600.7352	VH-FW17	0.65
ERR346600.7349	VH-FW16	0.6363636363636364
ERR346600.7353	VH-FW16	0.6818181818181819
ERR346600.7348	VH-FW16	0.6818181818181819
ERR346600.7347	VH-FW16	0.5909090909090908
ERR346600.7358	VH-FW16	0.6363636363636364
ERR346600.7359	VH-FW16	0.6818181818181819
ERR346600.7354	VH-FW16	0.6363636363636364
ERR346600.7345	VH-FW16	0.6363636363636364
ERR346600.7360	VH-FW9	0.65
ERR346600.7369	VH-FW17	0.65
ERR346600.7365	VH-FW17	0.65
ERR346600.7342	VH-FW17	0.65
ERR346600.7355	VH-FW9	0.65
ERR346600.7361	VH-FW14	0.6
ERR346600.7357	VH-FW9	0.65
ERR346600.7362	VH-FW16	0.6818181818181819
ERR346600.7367	VH-FW9	0.65
ERR346600.7372	VH-FW16	0.6363636363636364
ERR346600.7376	VH-FW9	0.65
ERR346600.7363	VH-FW17	0.65
ERR346600.7366	VH-FW16	0.6363636363636364
ERR346600.7373	VH-FW16	0.5909090909090908
ERR346600.7374	VH-FW17	0.65
ERR346600.7383	VH-FW16	0.6363636363636364
ERR346600.7379	VH-FW16	0.6363636363636364
ERR346600.7380	VH-FW17	0.6
ERR346600.7364	VH-FW17	0.6
ERR346600.7387	VH-FW9	0.7
ERR346600.7388	VH-FW9	0.65
ERR346600.7385	VH-FW16	0.6818181818181819
ERR346600.7381	VH-FW16	0.6818181818181819
ERR346600.7377	VH-FW16	0.6818181818181819
ERR346600.7370	VH-FW16	0.6818181818181819
ERR346600.7393	VH-FW16	0.6363636363636364
ERR346600.7384	VH-FW16	0.6363636363636364
ERR346600.7390	VH-FW17	0.6
ERR346600.7386	VH-FW17	0.65
ERR346600.7368	VH-FW16	0.5909090909090908
ERR346600.7382	VH-FW16	0.6818181818181819
ERR346600.7397	VH-FW17	0.6
ERR346600.7391	VH-FW16	0.6818181818181819
ERR346600.7396	VH-FW17	0.6
ERR346600.7402	VH-FW17	0.6
ERR346600.7378	VH-FW17	0.6
ERR346600.7398	VH-FW17	0.6
ERR346600.7407	VH-FW16	0.6363636363636364
ERR346600.7394	VH-FW16	0.5
